5.000000000000010686e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.942152315036689947e-02,6.063472658596332637e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.889929445509180350e-02,5.011249789068823041e-02,7.132570132628465731e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.843330916861495375e-02,3.964651260421138412e-02,6.085971603980781103e-02,8.207291947540423793e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.023559382856183808e-03,2.923676281845261071e-02,5.044996625404903762e-02,7.166316968964546452e-02,9.287637312524188449e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.329965971005763456e-03,1.888323746459066518e-02,4.009644090018709556e-02,6.130964433578352246e-02,8.252284777137994243e-02,1.037360512069763763e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.262728112004663991e-02,8.585922315549786993e-03,2.979912575114621737e-02,5.101232918674264427e-02,7.222553262233907811e-02,9.343873605793551196e-02,1.146519394935319458e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.286840344639354608e-02,-1.655200010797118742e-03,1.955800342479930773e-02,4.077120686039573810e-02,6.198441029599216501e-02,8.319761373158858497e-02,1.044108171671850188e-01,1.256240206027814665e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.305335348332760770e-02,-1.184015004773117906e-02,9.373053387865247846e-03,3.058625682346167649e-02,5.179946025905809992e-02,7.301266369465451989e-02,9.422586713025095373e-02,1.154390705658473876e-01,1.366522740014438353e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-4.318215491066022121e-02,-2.196895147506379778e-02,-7.557480394673706577e-04,2.045745539612905603e-02,4.167065883172548640e-02,6.288386226732191331e-02,8.409706570291833327e-02,1.053102691385147671e-01,1.265234725741112010e-01,1.477366760097076348e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-5.325483454943145262e-02,-3.204163111383502571e-02,-1.082842767823859881e-02,1.038477575735782810e-02,3.159797919295425500e-02,5.281118262855068191e-02,7.402438606414711575e-02,9.523758949974354959e-02,1.164507929353399834e-01,1.376639963709364034e-01,1.588771998065328372e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-6.327142235588367747e-02,-4.205821892028725056e-02,-2.084501548469082366e-02,3.681879509056040041e-04,2.158139138650203015e-02,4.279459482209845705e-02,6.400779825769488396e-02,8.522100169329131780e-02,1.064342051288877516e-01,1.276474085644841994e-01,1.488606120000806332e-01,1.700738154356770671e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-7.323195141475280501e-02,-5.201874797915637810e-02,-3.080554454355995120e-02,-9.592341107963526028e-03,1.162086232763290088e-02,3.283406576322932952e-02,5.404726919882575642e-02,7.526047263442219026e-02,9.647367607001862411e-02,1.176868795056150580e-01,1.389000829412114779e-01,1.601132863768079118e-01,1.813264898124043456e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-8.313645793186259791e-02,-6.192325449626617795e-02,-4.071005106066975104e-02,-1.949684762507332414e-02,1.716355810523104066e-03,2.292955924611952967e-02,4.414276268171595657e-02,6.535596611731238348e-02,8.656916955290880344e-02,1.077823729885052373e-01,1.289955764241016711e-01,1.502087798596981050e-01,1.714219832952945388e-01,1.926351867308909727e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-9.298498122601028815e-02,-7.177177779041385430e-02,-5.055857435481742740e-02,-2.934537091922100049e-02,-8.132167483624573590e-03,1.308103595197185332e-02,3.429423938756828022e-02,5.550744282316470712e-02,7.672064625876112709e-02,9.793384969435756093e-02,1.191470531299539948e-01,1.403602565655504286e-01,1.615734600011468625e-01,1.827866634367432963e-01,2.039998668723397302e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.027775637201977926e-01,-8.156436028460137266e-02,-6.035115684900494576e-02,-3.913795341340851885e-02,-1.792474997781209195e-02,3.288453457784334521e-03,2.450165689338076186e-02,4.571486032897718876e-02,6.692806376457360873e-02,8.814126720017004257e-02,1.093544706357664764e-01,1.305676740713629103e-01,1.517808775069593441e-01,1.729940809425557779e-01,1.942072843781522118e-01,2.154204878137486456e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.125142509321452045e-01,-9.130104749654877061e-02,-7.008784406095233677e-02,-4.887464062535590986e-02,-2.766143718975948643e-02,-6.448233754163058655e-03,1.476496968143336738e-02,3.597817311702979776e-02,5.719137655262622466e-02,7.840457998822264463e-02,9.961778342381907847e-02,1.208309868594155123e-01,1.420441902950119462e-01,1.632573937306083800e-01,1.844705971662048138e-01,2.056838006018012477e-01,2.268970040373976815e-01,0.000000000000000000e+00,0.000000000000000000e+00
-1.221950914641480035e-01,-1.009818880285515835e-01,-7.976868459295514968e-02,-5.855548115735871584e-02,-3.734227772176228893e-02,-1.612907428616586550e-02,5.084129149430563141e-03,2.629733258502698831e-02,4.751053602062341868e-02,6.872373945621983171e-02,8.993694289181626556e-02,1.111501463274126994e-01,1.323633497630091471e-01,1.535765531986055810e-01,1.747897566342020148e-01,1.960029600697984487e-01,2.172161635053948825e-01,2.384293669409913163e-01,0.000000000000000000e+00
-1.318201369922487598e-01,-1.106069335566523398e-01,-8.939373012105590599e-02,-6.818052668545947215e-02,-4.696732324986303830e-02,-2.575411981426661140e-02,-4.540916378670186229e-03,1.667228705692624241e-02,3.788549049252266931e-02,5.909869392811909622e-02,8.031189736371550925e-02,1.015251007993119431e-01,1.227383042349083769e-01,1.439515076705048247e-01,1.651647111061012585e-01,1.863779145416976923e-01,2.075911179772941262e-01,2.288043214128905600e-01,2.500175248484869939e-01
